Category,Brand,Ttile,SKU Code,SKU Length,MRP,Case Pack,HSN,GST%,EAN/UPC,ASIN,FSN,BB ID,Blinkit ID,Swiggy ID,Zepto ID,Jiomart Id,Super daily,Margin to RK (ASP),Margin to CRPL (ASP),Margin to Blinkit (MRP),Margin to Swiggy (MRP),Margin to Dunzo (MRP),Margin to Bigbasket (MRP),Margin to Zepto (MRP),Margin to FK Grocery (MRP),Margin to RK Fresh (ASP)
Toilet Tissue Rolls,Good Karma,"Origami Good Karma Toilet Roll Single, 320 Pulls- Case Pack",GK12,4,2600,36,48181000,18%,8906004867569,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma Toilet Roll 4 in 1, 3ply- Case Pack",GK13,4,4000,32,48181000,18%,8906004867552,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,"Origami Good Karma Paper 100 Serviettes , 1Ply - Case Pack",GK14,4,1699,32,48181000,18%,8906004867590,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Personal Hygiene Pack,GKPRSNLHG,9,700,32,48181000,18%,8906004867514,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Good Karma,Origami Good Karma Kitchen Towel 2 in 1- Case Pack,GK16,4,2448,32,48181000,18%,8906004867576,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,"Origami Good Karma Paper 100 Serviettes , 1Ply - Pack of 2 Boxes",GK17,4,160,32,48181000,18%,8906004869129,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,"Origami Good Karma Pocket Hanky, 10 Pulls- Case Pack",GK18,4,459,32,48181000,18%,8906004868207,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma  Face Tissue Box, 100 Pulls, 2 Ply- Case Pack",GK19,4,2720,32,48182000,18%,8906004867606,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Origami Good Karma Compostable Garbage bags- Large- Case Pack,GK20,4,1785,32,39206999,18%,8906004869020,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma Pillow Face Tissue, 50 Pulls, 2 Ply",GK21,4,45,32,48182000,18%,8906004867637,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Combo Pack,GK22,4,705,32,48181000,18%,8906004869167_1,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Clean Home Pack,GKCLNPK,7,670,32,48181000,18%,8906004869136,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma Cube Face Tissue Box, 60 Pulls, 2 Ply- Case Pack",GK24,4,1900,32,48182000,18%,8906004868191,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma Pillow Face Tissue, 50 Pulls, 2 Ply- Case Pack",GK25,4,900,32,48182000,18%,8906004868184,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma Toilet Roll Single, 100 Pulls- Case Pack",GK26,4,2450,72,48181000,18%,8906004868177,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Combo Pack,GK27,4,799,32,48181000,18%,8906004869167,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Clean Kitchen Combo,GK28,4,715,32,48181000,18%,8906004869150,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,SWACHH- The Conscious Cleaning Kit,SWACHH1,7,800,32,48181000,18%,8906004869228,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Toilet Roll pack of 4 x 12 in a Carton 340 Pulls each 3 ply (Total 48 Rolls, 16320 Sheets)",TRP48P3P340,11,4320.00,48,48181000,18%,8906004860003,B0C7MZQZT8,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Toilet Roll pack of 6 x 16 in a Carton 160 Pulls each 3 ply (Total 96 Rolls, 15360 Sheets)",TRP96P3P160,11,4320.00,96,48181000,18%,8906004860010,B0C7MY4GWF,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Toilet Roll pack of 8 x 12 in a Carton 340 Pulls each 3 ply (Total 48 Rolls, 16320 Sheets)",TRP48P3P340-1,13,4320.00,48,48181000,18%,8906004860027,B0C7MXHN9J,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Toilet Roll pack of 10 x 8 in a Carton 160 Pulls each 3 ply (Total 80 Rolls, 12800 Sheets)",TRP80P3P160,11,3520.00,20,48181000,18%,8906004860034,B0C7MX45VB,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami Kitchen Roll pack of 2 x 18 in a Carton 50 Pulls each 3 ply (Total 36 Rolls, 1800 Sheets)",KRP36P3P50,10,5400.00,36,48181000,18%,8906004860041,B0C7MYQZ82,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami Kitchen Roll pack of 1 x 16 in a Carton 300 Pulls 2 ply (Total 16 Rolls, 4800 Sheets)",KRP10P2P300,11,5600.00,10,48181000,18%,8906004860058,B0C7MZKBJB,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Origami Facial Tissue Box pack of 1 x 32 in a Carton 200 Pulls each 2 ply (Total 32 Boxes, 6400 Sheets)",FTP32P2P200,11,5600.00,32,48182000,18%,8906004860065,B0C7MXLXDT,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Origami Facial Tissue Box pack of 1 x 48 in a Carton 100 Pulls each 2 ply (Total 48 Boxes, 4800 Sheets)",FTP48P2P100,11,4752.00,48,48182000,18%,8906004860072,B0C7MZ13PF,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Origami Facial Tissue Box pack of 1 x 30 in a Carton 100 Pulls each 3 ply (Total 30 Boxes, 3000 Sheets)",FTP30P3P100,11,4200.00,30,48182000,18%,8906004860089,B0C7MY2NYL,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Origami Facial Tissue Box pack of 1 x 30 in a Carton 100 Pulls each 1 ply (Total 30 Boxes, 3000 Sheets)",FTP30P1P100,11,2550.00,30,48182000,18%,8906004860096,B0C7MX6F3X,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Origami Soft Pack Facial Tissue pack of 1 x 60 in a Carton 200 Pulls each 2 ply (Total 60 Boxes, 12000 Sheets)",SFTP60P2P200,12,7500.00,60,48182000,18%,8906004860102,B0C7MY5CQP,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Origami Napkins Pack of 1 x 60 in a Carton 100 Pulls each 1 Ply (Total 60 Packs, 6000 Sheets)",NAP60P1P100,11,3000.00,60,48181000,18%,8906004860119,B0C7MYHV2Q,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Origami Table top Napkins Pack of 1 x 30 in a Carton 100 Pulls each 1 Ply (Total 30 Packs, 3000 Sheets)",TNAP30P1P100,12,2550.00,30,48181000,18%,8906004860126,B0C7MYDV6Y,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Origami Table top Napkins Pack of 1 x 56 in a Carton 100 Pulls each 1 Ply (Total 56 Packs, 2800 Sheets)",TNAP56P1P100,12,4480.00,56,48181000,18%,8906004860133,B0C7MXVGQD,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma 2 Ply Facial Tissue Box | Car Tissue - 1 x 24 Packs (50 Pulls Per Pack, 1200 Sheets)",GKFTP24P50P2,12,1080,24,48182000,18%,8906004860263,B0C8NPK4RD,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma 2 Ply Facial Tissue Box | Car Tissue - 1 x 32 Packs (100 Pulls Per Pack, 3200 Sheets)",GKFTP32P100P2,13,3200,32,48182000,18%,8906004860287,B0C8NPGXYL,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - 2 x 16 Packs (75 Pulls Per Roll, 2400 Sheets)",GKKTP16P75P2,12,2880,16,481820,18%,8906004860300,B0C8NP4J1D,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,"Origami Good Karma 2 Ply Tissue Paper Napkins - 1 x 24 Packs (50 Pulls Per Pack, 1200 Sheets)",GKNP24P50P2,11,2040,24,481820,18%,8906004860249,B0C8NNCXYB,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,"Origami Good Karma 1 PlyTissue Paper Napkins - 1 x 24 Packs (100 Pulls Per Pack, 2400 Sheets)",GKNP24P100P1,12,1920,24,481820,18%,8906004860256,B0C8NQ2FLT,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Origami 3 Ply Premium Printed Tissue Paper Napkins for Party - 20 x 32 Packs (20 Pulls Per Pack, 640 Sheets)",TNP32P20P3,10,2560.00,32,481820,18%,8906004860317,B0C8NNRMJT,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Origami 2 Ply Printed Tissue Paper Napkins - 50s 1 x 36 Packs (50 Pulls Per Pack, 1800 Sheets)",TNP36P50P2,10,3240.00,36,481820,18%,8906004860324,B0C8NLGNT5,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,"Origami Good Karma 3 Ply Pocket Hanky Tissue Paper - 1 x 36 Packs (10 Pulls Per Pack, 360 Sheets)",GKPHP36P10P3,12,540,36,481820,18%,8906004860294,B0C8NN899S,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma 3 Ply Toilet Tissue Paper Roll - 4 x 16 Packs (260 Pulls Per Roll, 4,160 Sheets)",GKTRP16P260P3,13,4720,16,481810,18%,8906004860232,B0C8NQ78ML,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma 3 Ply Toilet Tissue Paper Roll - 1 x 36 Packs (320 Pulls Per Roll, 11,520 Sheets)",GKTRP36P320P3,13,3060,36,481810,18%,8906004860270,B0C8NQB5VD,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami crepe-tissues-printed-2-ply-32-cm-x-32-cm 50 pcs Carton Pack of 6 ,CRPTP2P50P6,11,540,6,481820,18%,8906004862069,B00W160BGY,NAPGA38KSMYA5FWS,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Popup Napkin Box 100 Pulls 1 Ply,PopupX100-1,11,65,48,481820,18%,8906004867880,NA,-,-,-,53334,NA,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami Eco Facial Tissue Box 80 Pulls 2 Ply,ECOFT80P2P,10,75,48,48182000,18%,8906004866982,-,-,-,NA,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Origami Toilet Roll 4i n 1 230 Pulls 2 Ply,TR4x1P2P230,11,170,24,48181000,18%,8906004866104,-,-,-,NA,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami Eco Kitchen Towel, Pack of 2",ECOKT2x1,8,120,18,48181000,18%,8906004867002,-,-,-,NA,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Non-Woven Kitchen Towel Rolls,Origami,"Origami Non Woven Reusable Kitchen Towel Roll - Pack of 4 (80 Pulls Per Roll, 320 Sheets)",NKRP4P80P1,10,880,9,56031200,12%,8906004860614,B0CFYBRHMR,KNRGYFY9CMDQFWZF,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Origami,"Origami Super Saver Combo with Toilet Roll, Kitchen Roll, Face Tissue, Wet Wipes, Pocket Tissues, Paper Napkins",COMBB,5,570,8,48181000,18%,8906004863844,B07FFTJ9WZ,-,-,-,-,-,590308642,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Paper/Toilet Roll/Tissue Roll - 10 x 9.8 cm - 160 Pulls Per Roll - 12 in 1 - Pack of 8-96 Rolls, 15,360 Pulls",TRP12P160P3P8,13,4160,8,48181000,18%,8906004863844,B079Z1KVKW,-,-,-,-,-,590308642,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 6, 140 Pulls, 3 Ply",NWTR6x1P3,9,249,16,48181000,18%,8906004860348,B0CHYCYGKH,TPOGYDYVYQQAPBFN,-,-,208777,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,Origami So Soft Kitchen Towel Roll - 60 Pieces (Pack of 4),KTP4P60P2,9,299,12,48181000,18%,8906004860355,B0CHYC8CR2,KNRGRYAEAENNMJRK,,,,,,,,,,,,,,,
Box Facial Tissues,Origami,Origami So Soft Face Tissue 100 Pulls 2 Ply (White) Pack of 3,NWFT100P2P6,11,270,16,48182000,18%,8906004860379,B09C3QK557,FLTGYDUA4KS68NNJ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 200 Pulls 2 Ply (White),NWFT200P2P3,11,480,10,48182000,18%,8906004860362,B0CJ2LQYSR,FLTGYDUJDCMHVPGX,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 200 Pulls 2 Ply (White),FTP3P200P2W,11,125,10,48182000,18%,-,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Seat Covers,Origami,Toilet Seat Cover Pack of 20,TSCOVERP20,10,180,16,39222000,18%,8906004860386,B0CDGJLXPL,KNRH3XWN56H2ZCKF,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Seat Covers,Origami,Toilet Seat Cover Pack of 40 (2 Packs of 20 each),TSCOVERP40,10,360,8,39222000,18%,8906004860393,B0CDGGFTYK,TSCGTAP8ZXGCRFGB,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Seat Covers,Origami,Toilet Seat Cover Pack of 40 (2 Packs of 20 each),TSCOVERP40,10,360,8,39222000,18%,8906004860393,B0CDGGFTYK,TSCGTADKRHHEX4WS,,,,,,,,,,,,,,,
Toilet Seat Covers,Origami,Toilet Seat Cover Pack of 60 (3 Packs of 20 each),TSCOVERP60,10,540,5,39222000,18%,8906004860409,B0CDGJVK82,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Seat Covers,Origami,Toilet Seat Cover Pack of 20 (2 Packs of 10 each),TSCP2P20,,180,,,,,,,,,,,,,,,,,,,,,
Sanitary Bags,Origami,100% Compostable Sanitary Bags Pack of 3 (3 Packs of 15 each),CMPSBAG15P3,11,240,8,96190090,18%,8906004860416,B0CDGHHQQD,SPPGYDXP3ZSUZQQS,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Sanitary Bags,Origami,100% Compostable Sanitary Bags Pack of 5 (5 Packs of 15 each),CMPSBAG15P5,11,400,5,96190090,18%,8906004860423,B0CDGK18XN,SPPGYDYDZHV8GHZS,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Sanitary Bags,Origami,100% Compostable Sanitary Bags Pack of 8 (8 Packs of 15 each),CMPSBAG15P8,11,640,3,96190090,18%,8906004860430,B0CDGJ8WGV,SPPGYDYY2SDBQFXJ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 100 Pulls 2 Ply (White) Pack of 5,NWFT100P2P3P5,13,450,8,48182000,18%,8906004860690,B0CJM8VRXX,FLTGYDUVWDFZR3RS,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,Origami Kitchen Towel 2 Ply - 60 Pulls (Single),OKTSingle60p,12,100,36,48181000,18%,8906004864148,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Multi Purpose 21 x 21 - 1 Ply 100 S,OMULTI100S1PNAP,15,45,100,48182000,18%,8906004866135,-,-,-,-,-,-,590308336,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Designer Napkins,Origami,So..Soft (Luncheon) 32 cm x 32 cm 1 Ply - 50 S (Printed),SSLNAP50S1P,11,54,60,48182000,18%,8906004862052,-,-,-,-,-,-,590308337,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,So..Soft Tissue Roll 3 Ply - 160 Pulls (Single),SSTRSINGLE160P,14,52,96,48181000,18%,8906004861116,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,So..Soft Tissue Roll 3 Ply - 340 Pulls (Single),SSTRSINGLE340P,14,95,48,48181000,18%,8906004861123,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Klassic 27 cm x 30 cm 1 Ply - 100 S,KLASSIC100S1P,13,65,60,48182000,18%,8906004862434,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Luxuria Toilet Roll 3 Ply - 140 Pulls (12 x 1),LTR12X1_140P,12,760,6,48181000,18%,8906004865541,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Luxuria Toilet Roll 4 Ply - 140 Pulls (4 x 1),LTR4X1_140P4P,13,398,12,48181000,18%,8906004866593,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Luxuria Toilet Roll 4 Ply - 140 Pulls (2 x 1) Pack of 3,LTR2X1P4PX3,11,630,4,48181000,18%,8906004865534,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,So..Soft Wet Wipes 15 cm x 20 cm - 25 Pulls (Cologne),WETW25SCOL,10,95,48,33079090,18%,8906004863493,-,-,40001282,-,-,-,590309863,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,Good Karma Toilet Roll 100 Sheets,GKTRSING100P,12,40,72,48181000,18%,8906004867613,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Godya Tissue Roll 2 Ply - 350 Pulls (2 x 1),GODYATR2X1S350,14,120,24,48181000,18%,8906004861352,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,Good Karma Cube Facial Tissues 20cmx15cm 2 Ply 60 Sheets,GKCUBE2P60S,11,75,30,48182000,18%,8906004867675,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Origami Tissue Rolls 3 Ply - 140 Pulls (12 x 1),TR12X1_140S,11,459,8,48181000,18%,8906004869037,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,So..Soft (Table Top) 30 cm x 30 cm 2 Ply - 50 S (PKT 6),TT50X6_2P,9,520,9,48181000,18%,8906004867699,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,Good Karma Pocket Hanky 20cmx20cm 10 Sheets,GKPTP10,7,15,36,48182000,18%,8906004867620,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,Good Karma Pocket Hanky 20cmx20cm 10 Sheets - Pack of 20,GKPTP20,7,30,18,48182000,18%,8906004867620X2,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,Good Karma Toilet Tissue Roll 3 Ply - 320 Sheets (Single),GKTR320P,8,85,36,48182000,18%,8906004867088,-,-,-,-,-,-,590309865,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Sanitiser,Origami,Stay Safe Wet Wipes 15 cm x 20 cm - 25 Pulls,SSWIPES25P,10,90,48,48182000,18%,8906004866869,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Sanitiser,Origami,Stay Safe Hand Sanitizer Gel  - 500 ml,SSHSG500ML,10,250,18,48182000,18%,8906004866784,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Handwash,Origami,Stay Safe Liquid Hand Wash - 5 ltr,SSLHW5L,7,740,10,48182000,18%,8906004866746,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Sanitiser,Origami,Stay Safe Pocket Sanitizer  - 20 ml,SSPS20ML,8,65,200,48182000,18%,8906004866586,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Plate 23 cm - 50 S (Printed),ORGPLT50SP,10,300,20,48182000,18%,8906004864186,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Cups 200 ml - 50 S (Printed),ORGCUPT50SP,11,180,40,48236900,18%,8906004863714,-,-,-,-,39350,-,590772039,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Luxuria Wet Wipes 15 cm x 20 cm - 20 Pulls (Lavender),ORGWW20PL,9,95,54,48182000,18%,8906004865817,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,3D Face Tissue Box 20 cm x 20 cm 3 Ply - 60 Pulls,FT3D60P,7,160,40,48182000,18%,8906004867170,-,-,40262215,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Luxuria Toilet Roll 3 Ply - 140 Pulls (4 x 1),TRP140P3,8,398,12,48182000,18%,8906004865510,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Small Pack of 3,OGBSMALL-3,10,270,12,39206999,18%,8906004860522,B0CTVG9H41,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Small Pack of 6,OGBSMALL-6,10,540,12,39206999,18%,8906004860522,B0CTTWQFW9,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Large Pack of 3,OGBLARGE-3,10,375,12,39206999,18%,8906004860546,B0CTTXTSP4,GRBH3Q7ZJVWH2XAZ,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Large Pack of 6,OGBLARGE-6,10,750,12,39206999,18%,8906004860546,B0CTTWZF5M,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Beer Pong Glass 350 ML Pack of 5,BRPNG350ML5P,12, ,,48236900,18%,8906004860768,,GLSHFZZS3PRE2EHZ,-,,99555,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Beer Pong Glass 450 ML Pack of 5,BRPNG450ML5P,12,140,,48236900,18%,8906004860775,,GLSHFZZSUZBCWFUK,-,,77179,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Ripped Glass 250 ML Pack of 10,RIPPLE250ML5P,13,170,,48236900,18%,8906004860799,,GLSHFZZSTCFPPPEH,-,,72480,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,"Origami Plain Party Paper Cups, 150ml, 25 Cups",,0,60,80,48236900,18%,8906004863864,B00E3QWC3K,-,-,,,,-,,,,,,,,,,
Paper Cups,Origami,Origami Cups - 200 ml (20 Pieces),,0,180,40,48236900,18%,8906004863707,B00E3QWDRU,-,-,,,,590310989,,,,,,,,,,
Paper Plates,Origami,ORIGAMI LUXURIA PULP PLATE 20.,OLPUPL20x,9,290,24,48234000,12%,8906004865695,,-,-,,13813,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Medium Pack of 3,OGBMEDIUM-3,11,330,12,39206999,18%,8906004860850,B0CQZ9TWCV,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Medium Pack of 6,ORIOXOMP6,9,660,12,39206999,18%,8906004860850,B0CTTNWT24,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Cotton Pads,Origami,Origami Cotton Pad Rounds Pack of 2,ORGCP2X2,8,360,12,56012190,12%,8906004877018,B0CQT2LXDS,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Cotton Pads,Origami,Origami Cotton Pad Rounds Pack of 3,COTTONPAD3PK,12,420,8,56012190,12%,8906004877018,B0CQT4Z4S7,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,Origami Manual Hard Roll Paper Towel Dispenser (HRT) with Free Refill  for Kitchen | Bathroom | Restaurant | Office (OCPL020202 006),OCPL020202-006-01,17,6999,,,18%,8906004860928,B0CXTGM4NT,-,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
