Category,Brand,Ttile,SKU Code,SKU Length,MRP,Case Pack,HSN,GST%,EAN/UPC,ASIN,FSN,BB ID,Blinkit ID,Swiggy ID,Zepto ID,Jiomart Id,Super daily,Margin to RK (ASP),Margin to CRPL (ASP),Margin to Blinkit (MRP),Margin to Swiggy (MRP),Margin to Dunzo (MRP),Margin to Bigbasket (MRP),Margin to Zepto (MRP),Margin to FK Grocery (MRP),Margin to RK Fresh (ASP)
Plain Napkins,,,SS-TP-COCKTAIL_100S-PK10,,,,,,,,FLTGBYZYSDRD9KGH,,,,,,,,,,,,,,,
Paper Cups,,,ORCUP150P100,,,,,,,,CNSH3JJAF9KPTNYG,,,,,,,,,,,,,,,
Plain Napkins,Origami,Origami Multi Purpose Napkins (100 Pulls Per Box),ORMPN100PO5,11,460,,,18%,,B0DC4392RM,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 150 mm | 25 pieces | Pack of 2,ORPP15cm25P,,240,48,48236900,18%,8906004861291-2,B0DG2XRDGN,ORPP15cm25P,-,-,-,-,-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLTGBYZYSDRD9KGH,SS-TP-COCKTAIL_100S-PK10,,,,,,,,,,,,,,,,,,,,,,,
,,CNSH3JJAF9KPTNYG,ORCUP150P100,,,,,,,,,,,,,,,,,,,,,,,
,,FLTGBYZYSDRD9KGH,SS-TP-COCKTAIL_100S-PK10,,,,,,,,,,,,,,,,,,,,,,,
Plain Napkins,,Godya Origami Paper Napkin - 30 X 30 cm - 100 Serviettes per pack,,,,,,,,B00E3QXIRO,,,,,,,,,,,,,,,,
Toilet Tissue Rolls,,Origami 2 Ply Toilet Tissue Rolls - 4 Rolls (920 Pulls),,,,,,,,B082KRB7S5,,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,KT-NW-80W-PK1-OS,,,,,,,,KNRG7KA6DUPAWHVN,,,,,,,,,,,,,,,
Plain Napkins,,,CRPTP2P50P6,,,,,,,,NAPGYFYK7A3MJPD9,,,,,,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So.Soft - 3 Ply Toilet Paper | Tissue Roll - 12 in 1(Pack of 2)-Total 24 Rolls - 160 Pulls Per Roll - Total 3840 Pulls Toilet Paper Roll  (3 Ply, 160 Sheets)",SS-TR-3PLY-12X1-PK2,,,,,,,,TPOG9XWCMEQHFYNN,,,,,,,,,,,,,,,
Box Facial Tissues,Origami,Origami Luxuria Ultra Soft 3Ply Facial Tissues - 100 nos (20cm x 20cm),,,,,,,,B0DQ5DC4DM,,,,,,,,,,,,,,,,
Plain Napkins,Origami,"Origami 3 Ply Premium Printed Tissue Paper Napkins for Party - Pack of 4 (20 Pulls Per Pack, 80 Sheets, 13 x 13 cm)",,,,,,,,B0DQDFP953,,,,,,,,,,,,,,,,
